annotation_id,comment,id,rating,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Другое
192,Отлично! Все выполнили как и обещали! ,3883658,5,1.0,0.0,0.0,0.0,1.0,0
193,Очень оперативно. Спасибо большое ,3883736,5,0.0,0.0,0.0,1.0,0.0,0
194,"Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.",3883745,5,0.0,0.0,1.0,0.0,0.0,0
198,Умело подкрутили редукторы давления. Молодец!,3884964,5,1.0,0.0,0.0,0.0,0.0,0
199,"все хорошо,дверь практически бесшумно закрывается",3885089,5,1.0,0.0,0.0,0.0,1.0,0
202,"проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам",3886150,5,0.0,0.0,1.0,0.0,0.0,0
203,"быстро, чётко, без проблем. одно слово - мастер! ",3886231,5,0.0,0.0,1.0,0.0,0.0,0
204,Работает. Спасибо!,3886721,5,1.0,0.0,0.0,0.0,0.0,0
205,"сегодня ездил, все исправно работает, спасибо!",3886923,5,1.0,0.0,0.0,0.0,1.0,0
206,"Спасибо большое, всё понятно.",3886937,5,1.0,0.0,0.0,0.0,0.0,0
207,Татьяна спасибо ❤️,3887002,5,0.0,0.0,1.0,0.0,0.0,0
208,На вопрос ответили. Крепления нельзя повесить в колясочной,3887203,5,0.0,0.0,0.0,0.0,0.0,1
209,Большое спасибо!,3887228,5,1.0,0.0,0.0,0.0,0.0,0
210,Лучший ,3887353,5,0.0,0.0,0.0,0.0,0.0,1
211,спасибо за оперативность ,3887358,5,0.0,0.0,0.0,1.0,0.0,0
213,спасибо за то что быстро отреагировали,3887392,5,0.0,0.0,0.0,1.0,0.0,0
214,"Сервис на высоте, мастер - профессионал",3887422,5,0.0,1.0,1.0,0.0,0.0,0
216,спасибо большое,3887525,5,1.0,0.0,0.0,0.0,1.0,0
217,ок ,3887606,1,0.0,0.0,0.0,0.0,0.0,1
218,Надолго ли(,3887614,2,0.0,0.0,0.0,0.0,0.0,1
220,Спасибо. Все работает,3887743,5,1.0,0.0,0.0,0.0,0.0,0
221,Спасибо большое!,3887791,5,1.0,0.0,0.0,0.0,1.0,0
223,"заявка выполнена, спасибо.",3887844,5,1.0,0.0,0.0,0.0,0.0,0
224,Дверь закрывается намного лучше.,3887922,5,1.0,0.0,0.0,0.0,1.0,0
225,Спасибо за быстрое реагирование!!!,3888009,5,0.0,0.0,0.0,1.0,0.0,0
226,"Оперативно сработали, благодарю.",3888318,5,0.0,0.0,0.0,1.0,0.0,0
228,"Спасибо сантехнику Алексею, все сделано качественно ",3888354,5,0.0,0.0,1.0,0.0,0.0,0
229,"Огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику, прибывшему в воскресенье через 20 минут после написания заявки! Все решилось наилучшим образом! Вот так бы все вопросы оперативно решались!!!",3888539,5,0.0,0.0,1.0,1.0,0.0,0
230,Очень оперативно и никуда не пришлось ходить.,3888591,5,0.0,0.0,0.0,1.0,0.0,0
231,Проблема решена.,3888606,5,1.0,0.0,0.0,0.0,0.0,0
232,Очень оперативно отреагировали! Спасибо!,3888633,5,1.0,0.0,0.0,1.0,0.0,0
233,"оперативно, качественно, вопросов не возникло. Спасибо.",3888794,5,0.0,1.0,0.0,1.0,0.0,0
234,Быстро!,3888811,5,0.0,0.0,0.0,1.0,0.0,0
235,Благодарю за оперативность!,3888828,5,0.0,0.0,0.0,1.0,0.0,0
236,спасибо за оперативное решение проблемы. ,3889213,5,0.0,0.0,0.0,1.0,0.0,0
237,Оперативная работа,3889473,1,0.0,0.0,0.0,1.0,0.0,0
238,"оперативное решение проблемы! 
",3889502,5,1.0,0.0,0.0,1.0,0.0,0
239,Первый раз вы решили вопрос быстро ,3889542,5,1.0,0.0,0.0,1.0,0.0,0
240,Надолго ли,3889737,1,0.0,0.0,0.0,0.0,0.0,1
241,отлично спасибо ,3889783,5,1.0,0.0,0.0,0.0,0.0,0
242,"спасибо большое, Татьяна.",3889827,5,0.0,0.0,1.0,0.0,0.0,0
244,Лучший мастер на свете 🥰Спасибо большое 🙏,3889956,5,0.0,0.0,1.0,0.0,0.0,0
245,"Спасибо большое, что починили домофон. ",3890030,5,1.0,0.0,0.0,0.0,1.0,0
246,Отличная работа,3890209,5,1.0,0.0,0.0,0.0,1.0,0
247,Спасибо огромное за помощь!,3890231,5,1.0,0.0,0.0,0.0,0.0,0
248,"обычная услуга. Цена, правда, завышена (за около 10ти минут работы). ",3890239,5,0.0,0.0,0.0,1.0,0.0,0
249,отличная работа. теперь дверь закрывается плавно. спасибо. ,3890275,5,0.0,0.0,0.0,0.0,1.0,0
251,спасибо большое ,3890389,5,1.0,0.0,0.0,0.0,0.0,0
252,Все супер быстро! Спасибо! ,3890393,5,0.0,0.0,0.0,1.0,1.0,0
253,Оперативно) спасибо,3890484,5,1.0,0.0,0.0,1.0,0.0,0
254,Супер,3890486,5,1.0,0.0,0.0,0.0,0.0,0
255,Спасибо.,3890512,5,1.0,0.0,0.0,0.0,0.0,0
256,"Молодцы, оперативно. ",3890517,5,0.0,0.0,0.0,1.0,0.0,0
257,Вопрос решился быстро. Спасибо!,3890604,5,0.0,0.0,0.0,1.0,0.0,0
258,Спасибо 😉 ,3890656,5,1.0,0.0,0.0,0.0,0.0,0
259,Александру спасибо за объяснение причины бульканья ! ,3890678,5,0.0,0.0,1.0,0.0,0.0,0
260,спасибо! всё быстро!,3890716,5,1.0,0.0,0.0,1.0,0.0,0
262,Спасибо! Исправили мою ошибку,3890985,5,1.0,0.0,0.0,0.0,0.0,0
263,мастер сделал все очень быстро и аккуратно,3891095,5,0.0,0.0,1.0,0.0,0.0,0
265,спасибо за оперативность,3891188,5,1.0,0.0,0.0,1.0,0.0,0
267,Очень вежливый и профессиональный мастер. Устранил все недочеты оперативно и качественно. Просто отлично. Спасибо ,3891325,5,0.0,0.0,1.0,0.0,0.0,0
268,"Иван, огромное спасибо вам ! ",3891380,5,0.0,0.0,1.0,0.0,0.0,0
269,Среагировали за 20 минут!!!!,3891477,5,1.0,0.0,0.0,0.0,0.0,0
270,"Спасибо специалисту Роману, который помог мне наконец-то решить мой вопрос! Очень грамотный и вежливый специалист) ",3891489,5,0.0,0.0,1.0,0.0,0.0,0
271,спасибо! в тот же день электрик решил проблему.,3891568,5,0.0,0.0,1.0,0.0,0.0,0
272,"Лифт и полы помыли , большое спасибо за уборку ! Ждём установку зеркал в лифтах",3891612,5,1.0,0.0,0.0,0.0,1.0,0
274,да все верно. спасибо,3891850,5,1.0,0.0,0.0,0.0,0.0,0
275,спасибо всё бистро устранили ,3891871,5,1.0,0.0,0.0,1.0,0.0,0
276,"Спасибо, вроде бы стало лучше. ",3891943,4,1.0,0.0,0.0,0.0,0.0,0
277,Спасибо большое за Вашу быструю и профессиональную помощь. ,3892115,5,0.0,0.0,0.0,1.0,1.0,0
278,"Все быстро, не смотря на поздний час.",3892189,5,0.0,0.0,0.0,1.0,1.0,0
282,ответ был предоставлен оперативно и в полном объеме,3892432,5,1.0,0.0,0.0,1.0,0.0,0
283,"Спасибо огромное,  напор стал отличным!",3892474,5,1.0,0.0,0.0,0.0,1.0,0
285,Спасибо) там правда все убрали и стало прям чисто) если можете еще отмыть пятна чего-то… буду очень вам признателен) возможно там нужна не только тряпка),3892548,5,1.0,0.0,1.0,0.0,1.0,0
286,сделали,3892589,5,1.0,0.0,0.0,0.0,1.0,0
287,Спасибо мастеру Сергею за четкую работу! ,3892591,5,0.0,0.0,1.0,0.0,0.0,0
288,"Наконец - то. Очень надеюсь, что через 2 дня он не встанет снова",3892629,4,1.0,0.0,0.0,0.0,0.0,0
289,"Благодарим, очень оперативно!",3892632,5,0.0,0.0,0.0,1.0,0.0,0
290,"Быстро, мастеру большое спасибо",3892659,5,0.0,0.0,1.0,0.0,0.0,0
291,"Вопрос решен быстро, спасибо мастеру. Фото выполненной работы приложил и даже позвонил!",3892748,5,0.0,0.0,1.0,1.0,0.0,0
292,главное что проблема решена! спасибо!,3892858,5,1.0,0.0,0.0,0.0,1.0,0
293,Спасибо.. все сделали быстро .. очень вежливые сотрудники. ,3892909,5,1.0,0.0,1.0,0.0,0.0,0
294,"спасибо, что решили проблему оперативно ",3892910,5,1.0,0.0,0.0,1.0,1.0,0
295,"Оперативно, внимательно, вежливо. Спасибо. ",3893074,5,1.0,0.0,0.0,1.0,0.0,0
296,"Спасибо, всё оперативно сделали!",3893110,5,0.0,0.0,0.0,1.0,0.0,0
297,Была распечатана бумажная квитанция.Хочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение Самолет+УК,3893437,5,0.0,0.0,0.0,0.0,0.0,1
298,"Заявка быстра принята в работу. Проблема решена. Спасибо! 
",3893476,5,1.0,0.0,0.0,0.0,0.0,0
299,Молодцы! Быстро! 😁,3893532,5,0.0,0.0,0.0,1.0,0.0,0
301, Спасибо большое за оперативность👍👍👍,3893735,5,0.0,0.0,0.0,1.0,0.0,0
302,Благодарю!,3893847,5,1.0,0.0,0.0,0.0,0.0,0
303,"Спасибо большое,всех благ и процветание вашей компании ",3893860,5,1.0,0.0,0.0,0.0,1.0,0
304,спасибо электрику,3893967,5,0.0,0.0,1.0,0.0,0.0,0
307,всё грамотно по полочкам объяснил,3894064,5,1.0,0.0,0.0,0.0,0.0,0
308,благодарю за быстро и качественно оказанную услугу,3894130,5,0.0,1.0,0.0,1.0,0.0,0
309,Спасибо за оперативное решение вопроса! ,3894191,5,0.0,0.0,0.0,1.0,0.0,0
312,"Огромное спасибо, быстро и качественно ",3894326,5,1.0,0.0,0.0,1.0,1.0,0
314,Спасибо большое за оперативность ,3894419,5,0.0,0.0,0.0,1.0,0.0,0
317,спасибо за ремонт!,3894440,5,1.0,0.0,0.0,0.0,0.0,0
318,благодарю менеджера Татьяну ,3894680,5,0.0,0.0,1.0,0.0,0.0,0
319,благодарю менеджера ,3894684,5,0.0,0.0,1.0,0.0,0.0,0
320,сотрудники молодцы!,3894714,5,0.0,0.0,1.0,0.0,0.0,0
321,Большое спасибо ,3894876,5,1.0,0.0,0.0,0.0,0.0,0
323,оперативно и качественно! браво!,3894893,5,0.0,1.0,0.0,1.0,0.0,0
324,Спасибо огромное! Оперативно и качественно решили проблему! ,3894902,5,0.0,1.0,0.0,1.0,0.0,0
328,"Поднималась сегодня с утра, запаха нет совсем. Спасибо большое ",3895042,5,1.0,0.0,0.0,0.0,1.0,0
329,"Специалист проконсультировал, сориентировал по срокам.",3895051,5,0.0,0.0,1.0,0.0,0.0,0
330,"спасибо, быстро и качественно. ",3895064,5,0.0,1.0,0.0,1.0,0.0,0
332,спасибо. ,3895126,5,1.0,0.0,0.0,0.0,0.0,0
333,Спасибо за оперативность 💫💫💫,3895181,5,0.0,0.0,0.0,1.0,0.0,0
334,Все отлично! Спасибо ,3895221,5,1.0,0.0,0.0,0.0,0.0,0
335,"Спасибо, большое!!!",3895423,5,1.0,0.0,0.0,0.0,0.0,0
336,Спасибо  большое ! ,3895493,5,1.0,0.0,0.0,0.0,0.0,0
337,Быстро и оперативно ,3895519,5,0.0,0.0,0.0,1.0,0.0,0
339,все отлично,3895566,5,1.0,0.0,0.0,0.0,0.0,0
340,Оперативно. Пока работает ,3895624,5,0.0,0.0,0.0,1.0,1.0,0
341,"Лика, спасибо Вам за оперативный ответ и подробные разъяснения по работе с приложением! ",3895634,5,0.0,0.0,1.0,0.0,0.0,0
343,Отличный сотрудник ,3895794,5,0.0,0.0,1.0,0.0,0.0,0
344,Спасибо Мастеру Олегу!,3895805,5,0.0,0.0,1.0,0.0,0.0,0
345,"Для точной оценки нужно пережить зиму и понять, лучше стало или нет",3895874,5,0.0,0.0,0.0,0.0,0.0,1
346,"Спасибо большое за оперативность!)👍 Уже оценили песочек - очень хороший, чистый))) Дети были очень рады что в песочнице достаточное количество песка!)) 🤗",3895925,5,0.0,1.0,0.0,1.0,0.0,0
347,Быстро.Качественно.,3896179,5,0.0,1.0,0.0,1.0,0.0,0
348,Спасибо большое всё решили быстро!,3896191,5,0.0,0.0,0.0,1.0,0.0,0
349,"оперативно, быстро .",3896230,5,0.0,0.0,0.0,1.0,0.0,0
351,"оказали не только услугу по приобретению ключа,но ещё установили приложение УК Самолёт!!!",3896480,5,1.0,0.0,0.0,0.0,0.0,0
352,Приходил мастер все отрегулировал большое спасибо ,3896509,5,0.0,0.0,1.0,0.0,1.0,0
353,Оперативно ,3896614,5,0.0,0.0,0.0,1.0,0.0,0
354,спасибо за консультацию,3896717,5,0.0,0.0,0.0,0.0,0.0,1
355,"Парни (установщики) отработали на 5+, а вот упаковка не очень , тк не полный комплект фурнитуры (отсутствовали в комплекте нижняя ответка, пришлось колхозить и отпиливать кусок от старой ответки, а также шурупы отсутствовали)",3896735,5,0.0,0.0,0.0,0.0,0.0,1
356,Спасибо! Всё хорошо ,3896818,5,1.0,0.0,0.0,0.0,0.0,0
357,Все ок,3896822,5,1.0,0.0,0.0,0.0,0.0,0
358,Сразу бы так,3896870,5,0.0,0.0,0.0,0.0,0.0,1
359," Ответ получен. 
Спасибо, что результатом стало уточнение и меня поняли. 
",3896928,5,1.0,0.0,0.0,0.0,0.0,0
360,"Благодарю за обратную связь. 
За возможность добавить необходимый документ в ЛК приложения и тем самым решить вопрос, не посещая клиентский офис. 
При звонке было вежливое, доброжелательное отношение. ",3896945,5,0.0,0.0,1.0,0.0,1.0,0
361,"Прислали на следующий день.
",3896981,5,0.0,0.0,0.0,0.0,0.0,1
362,Очень быстро отреагировали. Работа качественная!,3897000,5,0.0,0.0,1.0,1.0,0.0,0
363,Ну устранено,3897003,1,1.0,0.0,0.0,0.0,0.0,0
364,спасибо за подсказки и внимательное отношение ,3897016,5,1.0,0.0,0.0,0.0,1.0,0
365,Сантехник связался сразу. Вопрос решен. ,3897067,5,1.0,0.0,1.0,0.0,1.0,0
366,Спасибо технику),3897113,5,0.0,0.0,1.0,0.0,0.0,0
367,Благодарю.  Всё отлично 👍. ,3897118,5,1.0,0.0,0.0,0.0,0.0,0
370,Сантехник был ,3897201,5,1.0,0.0,0.0,0.0,1.0,0
371,подсказали куда обратиться для решения вопроса,3897252,5,1.0,0.0,0.0,0.0,0.0,0
372,Спасибо большое за информацию. Татьяна молодец!,3897281,5,0.0,0.0,1.0,0.0,0.0,0
373,"электрик пришёл в день обращения, снял показания, счеткик работает, сотрудник вежливый. благодарю. ",3897654,5,1.0,0.0,0.0,0.0,0.0,0
374,Все было сделано быстро и качественно.,3897730,5,0.0,1.0,0.0,1.0,0.0,0
378,"Напор стал гораздо сильнее, небо и земля. Быстро поняли причину слабого напора. Спасибо ",3897831,5,1.0,0.0,1.0,0.0,1.0,0
379,"Спасибо за вашу работу! Вычислить бы, кто вырвал предыдущий доводчик и наказать! А вам спасибо!",3898045,5,1.0,0.0,0.0,0.0,0.0,0
380,"да открыла спасибо
",3898232,5,1.0,0.0,0.0,0.0,0.0,0
381,"быстро позвонили, пришли все сделали,спасибо ",3898417,5,0.0,0.0,0.0,1.0,0.0,0
382,"Молодцы, очень оперативно!!!!! Прям минус одна головная боль ",3898427,5,0.0,0.0,0.0,1.0,0.0,0
383,"Очень быстро, качественно. Спасибо! 🤝",3898572,5,0.0,1.0,0.0,1.0,0.0,0
384,спасибо большое за разъяснения и за оперативность,3898709,5,0.0,0.0,0.0,1.0,0.0,0
385,"Спасибо 
",3898733,5,1.0,0.0,0.0,0.0,0.0,0
386,"сотрудники работают на 5+ ! мгновенно обрабатываются заявки, ответ поступает сразу и всё решается.отличный сервис, очень приятно)",3898761,5,0.0,0.0,1.0,0.0,0.0,0
387,Быстро и понятно ,3898762,5,0.0,0.0,0.0,1.0,0.0,0
388,Спасибо за консультацию!,3898819,5,0.0,0.0,0.0,0.0,0.0,1
391,"Просто и удобно, а также быстро и экономия времени и ресурсов
.",3899012,5,0.0,0.0,0.0,1.0,1.0,0
392,Отлично!,3899166,5,1.0,0.0,0.0,0.0,0.0,0
395,Отлично все сделано 5 балов.,3899842,5,0.0,1.0,0.0,0.0,0.0,0
396,"четвёрка за то что выслали только со второго раза. 
нужную квитанцию! ",3899902,4,0.0,0.0,0.0,0.0,0.0,1
398,отлично👍👏😆,3900024,5,1.0,0.0,0.0,0.0,0.0,0
399,спс,3900150,5,1.0,0.0,0.0,0.0,0.0,0
400,"Спасибо большое, все получила ",3900408,5,1.0,0.0,0.0,0.0,0.0,0
401,"Спасибо ,очень оперативно ",3900525,5,0.0,0.0,0.0,1.0,0.0,0
402,"благодарю мастера, всё объяснил и дал рекомендации",3900539,5,0.0,0.0,1.0,0.0,0.0,0
403,Ребята молодцы,3900559,5,0.0,0.0,1.0,0.0,0.0,0
404,Спасибо за оперативное решение,3900602,5,0.0,0.0,0.0,1.0,0.0,0
406,"спасибо!
",3900686,5,1.0,0.0,0.0,0.0,0.0,0
407,"оперативно, спасибо",3900690,5,0.0,0.0,0.0,1.0,0.0,0
408,Большое спасибо мастеру!,3900869,5,0.0,0.0,1.0,0.0,0.0,0
409,"к оказанию самой услуги и сантехнику претензий нет. а вот, то что отключения происходят регулярно - крайне негативно сказывается на впечатление о компании Самолет УК",3900886,5,1.0,0.0,0.0,0.0,0.0,0
412,"Специалист компетентно объяснил, что необходимо сделать таких случаях! Игорь Золотухин 👍",3901101,5,0.0,0.0,1.0,0.0,0.0,0
413,Быстро и чётко,3901168,5,0.0,1.0,0.0,1.0,0.0,0
414,Всё хорошо,3901182,5,1.0,0.0,0.0,0.0,0.0,0
415,Владимир грамотно и здорово и быстро все сделал,3901194,5,0.0,0.0,1.0,0.0,0.0,0
416,Отличный сервис! ,3901238,5,0.0,1.0,0.0,0.0,0.0,0
417,огромное спасибо,3901247,5,1.0,0.0,0.0,0.0,1.0,0
418,"Спасибо! Сервис работает, это самое главное :)",3901257,5,1.0,0.0,0.0,0.0,1.0,0
419,"Все отлично,позвонили,ответ предоставили ",3901356,5,1.0,0.0,0.0,0.0,0.0,0
420,Заявка была отработана в течение 5-ти минут.  Благодарю за оперативность!,3901414,5,0.0,0.0,0.0,1.0,0.0,0
421,"Все отлично, спасибо",3901433,5,1.0,0.0,0.0,0.0,0.0,0
422,Оперативное решение! Спасибо),3901446,5,0.0,0.0,0.0,1.0,0.0,0
423,"Татьяна оперативно решила вопрос,очень отзывчивая 👍",3901616,5,0.0,0.0,1.0,0.0,0.0,0
424,Все гуд,3901836,5,1.0,0.0,0.0,0.0,0.0,0
425,Все отлично.👍,3901932,5,1.0,0.0,0.0,0.0,0.0,0
426,"Поприветствовали, предложили присесть. Всё быстро оформили. Спасибо. ",3901987,5,1.0,0.0,0.0,0.0,0.0,0
427,"Спасибо что убрали надпись. Думал, будет аккуратнее ",3902000,4,1.0,0.0,0.0,0.0,0.0,0
428,все быстро и четко ,3902088,5,0.0,1.0,0.0,1.0,0.0,0
429,"Добрый день! Заявка была выполнена качественно, сотрудники грамотные,очень вежливые, большое им спасибо! ",3902093,5,0.0,1.0,1.0,0.0,0.0,0
430,спасибо за помощь от подключившихся инженеров.,3902383,5,0.0,0.0,1.0,0.0,0.0,0
431,Замечательный мастер! Все очень оперативно и качественно. Добрый человек с золотыми руками! Огромное спасибо!!!,3902482,5,0.0,0.0,1.0,0.0,0.0,0
432,"Благодарю, хотя я уже давно просила и получаю на эл.почту, но почему-то ещё и бумажные получала.",3902496,5,1.0,0.0,0.0,0.0,0.0,0
433,Вопрос был решен оперативно) спасибо большое!,3902529,5,0.0,0.0,0.0,1.0,0.0,0
434,Молодцы!,3902558,5,1.0,0.0,0.0,0.0,0.0,0
435,Все ок ) спасибо ,3902632,5,1.0,0.0,0.0,0.0,0.0,0
436,"красавцы, быстро,  оперативно,  очень приятно в общении ",3902786,5,0.0,0.0,0.0,1.0,0.0,0
437,Хорошее обслуживание),3902795,5,0.0,0.0,0.0,0.0,1.0,0
442,Оперативно как всегда ,3903272,5,0.0,0.0,0.0,1.0,0.0,0
444,"Большое спасибо , оперативно поставили ограничители ",3903349,5,0.0,0.0,0.0,1.0,0.0,0
445,"одну звезду сняла за то,что отличается цвет плитки)",3903374,4,0.0,0.0,0.0,0.0,0.0,1
