"annotation_id","annotator","comment","created_at","id","lead_time","rating","taxonomy","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки"
127,"1","Все отлично! Спасибо.","2025-05-15T07:19:46.739558Z",3805876,3.703,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:19:46.739577Z","","","","",""
128,"1","Хороший мастер","2025-05-15T07:19:52.451638Z",3812092,4.195,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:19:52.451657Z","","","","",""
129,"1","Спасибо за оперативность! 
","2025-05-15T07:19:56.680649Z",3815412,2.64,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:19:56.680668Z","","","","",""
130,"1","выполнена

","2025-05-15T07:20:00.946365Z",3820641,3.112,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:20:00.946384Z","","","","",""
131,"1","Все супер, Мастер 👍","2025-05-15T07:20:09.138541Z",3828569,6.31,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:20:09.138559Z","","","","",""
132,"1","Благодарю ребят.","2025-05-15T07:20:18.675165Z",3829748,4.766,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:20:18.675185Z","","","","",""
133,"1","Спасибо большое ","2025-05-15T07:20:24.167273Z",3831509,3.59,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:20:24.167293Z","","","","",""
134,"1","спасибо","2025-05-15T07:20:33.841132Z",3831883,8.654,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:20:33.841152Z","","","","",""
135,"1","Спасибо!","2025-05-15T07:20:39.693117Z",3832952,3.889,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:20:39.693136Z","","","","",""
136,"1","Проблема решена, ручки на окна поставили.
Спасибо за обратную связь!","2025-05-15T07:20:53.682824Z",3834081,10.433,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T07:20:53.682842Z","","","","",""
137,"1","Благодарю за проделанную работу! ","2025-05-15T07:20:59.385734Z",3835748,4.706,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T07:20:59.385761Z","","","","",""
138,"1","надеюсь и причину устранили, а то после первого дождя будет тоже самое..","2025-05-15T07:21:12.181867Z",3835874,9.783,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:21:12.181886Z","","","","",""
139,"1","Спасибо, всё чётко.","2025-05-15T07:21:17.355626Z",3839647,7.125,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T07:21:29.428994Z","","","","",""
140,"1","Благодарю ","2025-05-15T07:21:34.056955Z",3840353,3.776,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:21:34.056973Z","","","","",""
141,"1","Спасибо Сергей ! ))))","2025-05-15T07:21:49.588295Z",3841026,13.613,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:21:49.588315Z","","","","",""
142,"1","Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)","2025-05-15T07:21:58.621053Z",3842440,7.767,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:21:58.621072Z","","","","",""
143,"1","хоть что то сделали 👍👏","2025-05-15T07:22:05.353461Z",3842790,5.54,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:22:05.353488Z","","","","",""
144,"1","спасибо)","2025-05-15T07:22:10.158489Z",3843760,3.246,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:22:10.158507Z","","","","",""
145,"1","профессионально, быстро. очень приятный мастер","2025-05-15T07:22:16.991551Z",3844645,5.408,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:22:16.991569Z","","","","",""
146,"1","спасибо! ","2025-05-15T07:22:22.812429Z",3846820,3.251,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:22:22.812449Z","","","","",""
147,"1","Спасибо, вопрос решили, всё стало нормально ","2025-05-15T07:22:31.592078Z",3846831,7.061,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T07:22:31.592097Z","","","","",""
148,"1","Татьяна Владимировна большое вам спасибо!!!! ","2025-05-15T07:22:48.306214Z",3848236,15.195,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:22:48.306232Z","","","","",""
149,"1","спасибо! ","2025-05-15T07:22:57.069164Z",3850021,4.416,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:22:57.069184Z","","","","",""
150,"1","спасибо за  быстрый ответ! 


","2025-05-15T07:23:01.881881Z",3850118,3.897,1,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:23:01.881900Z","","","","",""
151,"1","Огромное спасибо вам от всего подъезда!!!   )))))","2025-05-15T07:23:11.079662Z",3852179,8.029,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:23:11.079688Z","","","","",""
152,"1","спасибо!)","2025-05-15T07:23:16.915503Z",3852743,2.84,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:23:16.915521Z","","","","",""
153,"1","спасибо ","2025-05-15T07:23:21.255916Z",3852975,2.847,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:23:21.255935Z","","","","",""
154,"1","Все отлично ","2025-05-15T07:23:29.005442Z",3854073,6.971,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T07:23:29.005462Z","","","","",""
155,"1","свершилось","2025-05-15T07:23:39.486651Z",3856028,3.825,1,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:23:39.486675Z","","","","",""
156,"1","Спасибо мастеру ","2025-05-15T07:23:44.346114Z",3859764,3.898,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:23:44.346133Z","","","","",""
157,"1","спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝","2025-05-15T07:24:37.186650Z",3859780,51.835,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:24:37.186669Z","","","","",""
158,"1","Среагировали быстро, благодарю ","2025-05-15T07:24:43.883162Z",3860248,5.093,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:24:43.883185Z","","","","",""
159,"1","Спасибо за оперативность!","2025-05-15T07:24:49.594237Z",3860900,4.269,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:24:49.594256Z","","","","",""
160,"1","Отличный мастер!","2025-05-15T07:24:59.486518Z",3862448,8.023,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:24:59.486537Z","","","","",""
161,"1","Спасибо! По крайней мере, по ночам пока шума не слышно.","2025-05-15T07:25:18.985646Z",3863351,7.046,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:25:18.985665Z","","","","",""
162,"1","Быстро ","2025-05-15T07:25:22.373533Z",3863609,2.245,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:25:22.373551Z","","","","",""
163,"1","Спасибо за своевременное выполнение заявки...","2025-05-15T07:25:56.830797Z",3866829,33.503,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-15T07:25:56.830816Z","","","","",""
164,"1","все сделали быстро. спасибо ","2025-05-15T07:26:02.384531Z",3866867,3.701,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:26:02.384549Z","","","","",""
165,"1","всё отлично 👍","2025-05-15T07:26:10.309186Z",3868883,3.733,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:26:10.309204Z","","","","",""
166,"1","Спасибо ","2025-05-15T07:26:15.172933Z",3871379,3.961,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:26:15.172951Z","","","","",""
167,"1","Большое спасибо Александру,за оперативность и профессионализм ","2025-05-15T07:26:33.777804Z",3872124,7.988,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:26:33.777826Z","","","","",""
168,"1","благодарю ","2025-05-15T07:26:37.192514Z",3872129,2.409,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:26:37.192534Z","","","","",""
169,"1","оперативно и качественно. спасибо ","2025-05-15T07:26:47.536629Z",3873692,3.804,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T07:26:47.536648Z","","","","",""
170,"1","Спасибо!","2025-05-15T07:26:50.983914Z",3874941,2.563,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:26:50.983936Z","","","","",""
171,"1","благодарю, всего доброго!","2025-05-15T07:26:55.461030Z",3875262,3.645,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:26:55.461054Z","","","","",""
172,"1","спасибо","2025-05-15T07:26:58.869129Z",3876790,2.626,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:26:58.869148Z","","","","",""
173,"1","Спасибо ","2025-05-15T07:27:02.917947Z",3876998,3.079,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:27:02.917969Z","","","","",""
174,"1","Спасибо большое! ","2025-05-15T07:27:08.021927Z",3877186,3.639,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:27:08.021948Z","","","","",""
175,"1","Спасибо!","2025-05-15T07:27:11.975144Z",3877315,2.903,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:27:11.975170Z","","","","",""
176,"1","К мастеру вопросов нет.  ","2025-05-15T07:27:17.014274Z",3877334,4.027,3,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:27:17.014294Z","","","","",""
177,"1","Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!","2025-05-15T07:27:47.162161Z",3877901,7.578,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:27:47.162180Z","","","","",""
178,"1","вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ","2025-05-15T07:27:56.862486Z",3878088,8.649,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:27:56.862505Z","","","","",""
179,"1","спасибо большое! надолго ли🙄","2025-05-15T07:28:02.257408Z",3878555,3.579,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:28:02.257426Z","","","","",""
180,"1","Огромное спасибо! ","2025-05-15T07:28:09.908012Z",3878808,6.473,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:28:09.908041Z","","","","",""
181,"1","Всё очень четко организовано! Большое спасибо за работу!","2025-05-15T07:28:18.220642Z",3879856,7.262,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T07:28:18.220661Z","","","","",""
182,"1","Спасибо Вам большое и за дверь и за номера квартир!","2025-05-15T07:28:23.665326Z",3880345,4.031,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:28:23.665345Z","","","","",""
183,"1","снимаю звезду за первую отписку без выполнения работ","2025-05-15T07:28:43.610887Z",3880717,18.775,3,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T07:28:43.610906Z","","","","",""
184,"1","В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ","2025-05-15T07:28:52.456085Z",3881004,7.394,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:28:52.456103Z","","","","",""
185,"1","Спасибо! Все заработало ","2025-05-15T07:29:11.286435Z",3881460,11.586,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T07:29:11.286459Z","","","","",""
186,"1","спасибо, решили мой вопрос на месте в офисе ","2025-05-15T07:29:24.290776Z",3881636,12.09,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:29:24.290826Z","","","","",""
187,"1","Спасибо больше Ольге Птушкине, за проделанную работу! ","2025-05-15T07:29:33.040639Z",3882840,7.411,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:29:33.040658Z","","","","",""
188,"1","Спасибо ","2025-05-15T07:29:38.235655Z",3883049,4.08,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:29:38.235679Z","","","","",""
189,"1","всё сделали хорошо, починили вовремя. наверное, молодцы.","2025-05-15T07:29:52.190941Z",3883200,12.339,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:29:52.190970Z","","","","",""
190,"1","Спасибо","2025-05-15T07:29:57.289247Z",3883457,4.202,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:29:57.289265Z","","","","",""
191,"1","Супер! Спасибо!","2025-05-15T07:30:01.659530Z",3883549,3.326,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T07:30:01.659558Z","","","","",""
192,"1","Отлично! Все выполнили как и обещали! ","2025-05-15T07:30:15.004289Z",3883658,12.0,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T07:30:15.004307Z","","","","",""
193,"1","Очень оперативно. Спасибо большое ","2025-05-15T07:30:30.991808Z",3883736,13.555,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:30:30.991828Z","","","","",""
194,"1","Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.","2025-05-15T07:30:47.788823Z",3883745,15.795,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:30:47.788843Z","","","","",""
195,"1","Спасибо","2025-05-15T07:30:51.702166Z",3883823,3.05,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:30:51.702185Z","","","","",""
196,"1","спасибо","2025-05-15T07:30:59.327069Z",3884514,6.616,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:30:59.327088Z","","","","",""
197,"1","Спасибо ","2025-05-15T07:31:03.583634Z",3884705,3.276,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:31:03.583653Z","","","","",""
198,"1","Умело подкрутили редукторы давления. Молодец!","2025-05-15T07:31:27.538241Z",3884964,22.69,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:31:27.538261Z","","","","",""
199,"1","все хорошо,дверь практически бесшумно закрывается","2025-05-15T07:31:33.196458Z",3885089,4.441,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T07:31:33.196485Z","","","","",""
200,"1","Спасибо ","2025-05-15T07:31:36.629633Z",3885291,2.608,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:31:36.629653Z","","","","",""
201,"1","спасибо)","2025-05-15T07:31:41.071975Z",3885807,3.291,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:31:41.071994Z","","","","",""
202,"1","проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам","2025-05-15T07:31:48.752898Z",3886150,6.359,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:31:48.752921Z","","","","",""
203,"1","быстро, чётко, без проблем. одно слово - мастер! ","2025-05-15T07:31:58.020026Z",3886231,7.737,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:31:58.020046Z","","","","",""
204,"1","Работает. Спасибо!","2025-05-15T07:32:04.465116Z",3886721,5.124,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:32:04.465136Z","","","","",""
205,"1","сегодня ездил, все исправно работает, спасибо!","2025-05-15T07:32:15.616990Z",3886923,9.843,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T07:32:15.617016Z","","","","",""
206,"1","Спасибо большое, всё понятно.","2025-05-15T07:32:23.082572Z",3886937,4.525,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:32:23.082590Z","","","","",""
207,"1","Татьяна спасибо ❤️","2025-05-15T07:32:30.673695Z",3887002,6.574,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:32:30.673714Z","","","","",""
208,"1","На вопрос ответили. Крепления нельзя повесить в колясочной","2025-05-15T07:32:38.235075Z",3887203,6.2,5,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T07:32:38.235097Z","","","","",""
209,"1","Большое спасибо!","2025-05-15T07:32:42.322218Z",3887228,3.261,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:32:42.322237Z","","","","",""
210,"1","Лучший ","2025-05-15T07:32:51.397822Z",3887353,27.264000000000003,5,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T07:33:12.614458Z","","","","",""
211,"1","спасибо за оперативность ","2025-05-15T07:33:17.212835Z",3887358,3.41,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:33:17.212867Z","","","","",""
212,"1","спасибо ","2025-05-15T07:33:21.104103Z",3887389,2.687,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:33:21.104137Z","","","","",""
213,"1","спасибо за то что быстро отреагировали","2025-05-15T07:33:28.381095Z",3887392,6.137,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:33:28.381140Z","","","","",""
214,"1","Сервис на высоте, мастер - профессионал","2025-05-15T07:33:37.988925Z",3887422,8.099,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Нравится качество выполнения заявки""]]}]","2025-05-15T07:33:37.988961Z","","","","",""
215,"1","спасибо","2025-05-15T07:33:41.466500Z",3887496,2.309,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:33:41.466530Z","","","","",""
216,"1","спасибо большое","2025-05-15T07:33:47.799632Z",3887525,4.882,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T07:33:47.799667Z","","","","",""
217,"1","ок ","2025-05-15T07:33:54.712366Z",3887606,5.958,1,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T07:33:54.712396Z","","","","",""
218,"1","Надолго ли(","2025-05-15T07:34:00.306693Z",3887614,3.039,2,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T07:34:00.306731Z","","","","",""
219,"1","Надолго ли(","2025-05-15T07:34:04.835631Z",3887616,3.131,2,"[{""taxonomy"":[[""Другое""]]}]","2025-05-15T07:34:04.835666Z","","","","",""
220,"1","Спасибо. Все работает","2025-05-15T07:34:09.579339Z",3887743,3.288,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:34:09.579378Z","","","","",""
221,"1","Спасибо большое!","2025-05-15T07:34:14.319194Z",3887791,3.698,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-15T07:34:14.319228Z","","","","",""
222,"1","Спасибо!","2025-05-15T07:34:22.367633Z",3887832,2.992,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:34:22.367669Z","","","","",""
223,"1","заявка выполнена, спасибо.","2025-05-15T07:34:30.604328Z",3887844,10.576,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:34:37.536681Z","","","","",""
224,"1","Дверь закрывается намного лучше.","2025-05-15T07:34:44.368911Z",3887922,4.448,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-15T07:34:44.368947Z","","","","",""
225,"1","Спасибо за быстрое реагирование!!!","2025-05-15T07:34:48.380725Z",3888009,2.909,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:34:48.380771Z","","","","",""
226,"1","Оперативно сработали, благодарю.","2025-05-15T07:34:52.369909Z",3888318,2.946,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:34:52.369943Z","","","","",""
227,"1","спасибо большое","2025-05-15T07:34:57.571623Z",3888320,4.039,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:34:57.571656Z","","","","",""
228,"1","Спасибо сантехнику Алексею, все сделано качественно ","2025-05-15T07:35:06.970455Z",3888354,8.159,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:35:06.970487Z","","","","",""
229,"1","Огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику, прибывшему в воскресенье через 20 минут после написания заявки! Все решилось наилучшим образом! Вот так бы все вопросы оперативно решались!!!","2025-05-15T07:35:21.252571Z",3888539,13.251,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""]]}]","2025-05-15T07:35:21.252609Z","","","","",""
230,"1","Очень оперативно и никуда не пришлось ходить.","2025-05-15T07:35:26.397310Z",3888591,3.567,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-15T07:35:26.397347Z","","","","",""
231,"1","Проблема решена.","2025-05-15T07:35:30.505109Z",3888606,3.14,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-15T07:35:30.505145Z","","","","",""
232,"1","Очень оперативно отреагировали! Спасибо!","2025-05-15T07:35:37.974316Z",3888633,6.146,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-15T07:35:37.974354Z","","","","",""
